selected_count,selected_rate,precision,recall,f1,operating_point,threshold_value,strategy,target
12400,0.3100077501937548,0.9283870967741935,0.4591576260370134,0.6144321093082835,top k rate,0.31,raw cri probability,y_any_risk
12800,0.320008000200005,0.926875,0.47319719208679006,0.6265314744402197,top k rate,0.32,raw cri probability,y_any_risk
13200,0.3300082502062552,0.9257575757575758,0.4873962986598596,0.6385869565217391,top k rate,0.33,raw cri probability,y_any_risk
13600,0.34000850021250534,0.9258823529411765,0.5022335673261008,0.6512205213074058,top k rate,0.34,raw cri probability,y_any_risk
14000,0.3500087502187555,0.9273571428571429,0.5178286534779835,0.6645679770679771,top k rate,0.35000000000000003,raw cri probability,y_any_risk
14400,0.36000900022500565,0.92875,0.533423739629866,0.6776449128496149,top k rate,0.36000000000000004,raw cri probability,y_any_risk
14800,0.3700092502312558,0.928445945945946,0.5480615826419911,0.6892556179775281,top k rate,0.37,raw cri probability,y_any_risk
15200,0.38000950023750596,0.9265789473684211,0.5617421825143587,0.6994437822804926,top k rate,0.38,raw cri probability,y_any_risk
15600,0.3900097502437561,0.9229487179487179,0.5742661135928526,0.7080055074744296,top k rate,0.39,raw cri probability,y_any_risk
16000,0.40001000025000627,0.919125,0.5865507338864071,0.7161082976236852,top k rate,0.4,raw cri probability,y_any_risk
16400,0.4100102502562564,0.9144512195121951,0.5981573069559668,0.7232349537037037,top k rate,0.41000000000000003,raw cri probability,y_any_risk
16800,0.4200105002625066,0.9110714285714285,0.6104818123803446,0.731085212074895,top k rate,0.42000000000000004,raw cri probability,y_any_risk
17200,0.43001075026875674,0.9086046511627907,0.6233248245054244,0.7394019682059046,top k rate,0.43,raw cri probability,y_any_risk
17600,0.4400110002750069,0.907784090909091,0.6372447351627313,0.7488282714660668,top k rate,0.44,raw cri probability,y_any_risk
18000,0.45001125028125705,0.9045555555555556,0.6494097000638163,0.7560364041604755,top k rate,0.45,raw cri probability,y_any_risk
18400,0.4600115002875072,0.9045652173913044,0.6638481174218251,0.7657342657342657,top k rate,0.46,raw cri probability,y_any_risk
18800,0.47001175029375736,0.9015425531914893,0.67601308232291,0.7726568198395332,top k rate,0.47000000000000003,raw cri probability,y_any_risk
19200,0.4800120003000075,0.8997916666666667,0.6890555201021059,0.7804481387784604,top k rate,0.48000000000000004,raw cri probability,y_any_risk
19600,0.49001225030625767,0.8967857142857143,0.7010609444798979,0.786935888252149,top k rate,0.49,raw cri probability,y_any_risk
20000,0.5000125003125078,0.89255,0.7119894703254627,0.7921104011359602,top k rate,0.5,raw cri probability,y_any_risk
20400,0.5100127503187579,0.8869607843137255,0.7216815571155073,0.7958304011259676,top k rate,0.51,raw cri probability,y_any_risk
20800,0.5200130003250081,0.8800961538461538,0.7301372048500319,0.7981339379141961,top k rate,0.52,raw cri probability,y_any_risk
21200,0.5300132503312582,0.872311320754717,0.7375957243139758,0.799317081604426,top k rate,0.53,raw cri probability,y_any_risk
21600,0.5400135003375084,0.8672222222222222,0.7471282705807275,0.8027082619129242,top k rate,0.54,raw cri probability,y_any_risk
22000,0.5500137503437585,0.8611818181818182,0.7556636885768986,0.8049796057104011,top k rate,0.55,raw cri probability,y_any_risk
22400,0.5600140003500087,0.8564732142857143,0.7651962348436503,0.8082659251769464,top k rate,0.56,raw cri probability,y_any_risk
22800,0.5700142503562589,0.8498684210526316,0.7728541799617102,0.809533756684492,top k rate,0.5700000000000001,raw cri probability,y_any_risk
23200,0.580014500362509,0.8451724137931035,0.7820676451818762,0.8123964202850513,top k rate,0.5800000000000001,raw cri probability,y_any_risk
23600,0.5900147503687592,0.8422457627118644,0.7927967453733248,0.8167735042735043,top k rate,0.59,raw cri probability,y_any_risk
24000,0.6000150003750093,0.8365833333333333,0.8008136566687939,0.8183077926312358,top k rate,0.6,raw cri probability,y_any_risk
24400,0.6100152503812595,0.8288524590163935,0.8066368857689853,0.8175937904269082,top k rate,0.61,raw cri probability,y_any_risk
24800,0.6200155003875096,0.821491935483871,0.8125797702616464,0.8170115495668913,top k rate,0.62,raw cri probability,y_any_risk
25200,0.6300157503937599,0.814484126984127,0.8186423101467772,0.816557924888606,top k rate,0.63,raw cri probability,y_any_risk
25600,0.64001600040001,0.809765625,0.8268187619655393,0.8182033470161035,top k rate,0.64,raw cri probability,y_any_risk
26000,0.6500162504062602,0.8045,0.8342772814294831,0.8191181077694235,top k rate,0.65,raw cri probability,y_any_risk
26400,0.6600165004125104,0.7992803030303031,0.8416161455009572,0.8199020826857321,top k rate,0.66,raw cri probability,y_any_risk
26800,0.6700167504187605,0.7927985074626865,0.8474393746011487,0.8192088217149908,top k rate,0.67,raw cri probability,y_any_risk
27200,0.6800170004250107,0.7865073529411765,0.8532626037013401,0.8185261707988981,top k rate,0.68,raw cri probability,y_any_risk
27600,0.6900172504312608,0.7815217391304348,0.8603222718570517,0.8190309842041312,top k rate,0.6900000000000001,raw cri probability,y_any_risk
28000,0.700017500437511,0.7765,0.8671825143586471,0.819339764847754,top k rate,0.7000000000000001,raw cri probability,y_any_risk
28400,0.7100177504437611,0.770774647887324,0.873085513720485,0.8187462597247157,top k rate,0.7100000000000001,raw cri probability,y_any_risk
28800,0.7200180004500113,0.7646527777777777,0.8783503509891513,0.8175675675675675,top k rate,0.72,raw cri probability,y_any_risk
29200,0.7300182504562615,0.757568493150685,0.8822989789406509,0.8151901533018868,top k rate,0.73,raw cri probability,y_any_risk
29600,0.7400185004625116,0.7511486486486486,0.8868059987236758,0.8133596722270998,top k rate,0.74,raw cri probability,y_any_risk
30000,0.7500187504687618,0.7447666666666667,0.8911534779834078,0.8114105171411969,top k rate,0.75,raw cri probability,y_any_risk
30400,0.7600190004750119,0.7372697368421053,0.8939454371410338,0.8080833573694837,top k rate,0.76,raw cri probability,y_any_risk
30800,0.7700192504812621,0.7306493506493507,0.8975749840459477,0.8055555555555556,top k rate,0.77,raw cri probability,y_any_risk
31200,0.7800195004875122,0.7257692307692307,0.9031589023611998,0.8048052317315895,top k rate,0.78,raw cri probability,y_any_risk
31600,0.7900197504937624,0.7212341772151899,0.9090220165922144,0.8043125352907962,top k rate,0.79,raw cri probability,y_any_risk
32000,0.8000200005000125,0.71759375,0.9158822590938098,0.8047028315110737,top k rate,0.8,raw cri probability,y_any_risk
39247,0.9811995299882497,0.634519835911025,0.9932594128908743,0.7743590540897713,score threshold,0.001,raw cri probability,y_any_risk
39246,0.9811745293632341,0.6345360036691637,0.9932594128908743,0.7743710936285332,score threshold,0.002,raw cri probability,y_any_risk
38814,0.9703742593564839,0.6393569330653888,0.9897894065092534,0.7768838243120558,score threshold,0.003,raw cri probability,y_any_risk
38813,0.9703492587314683,0.639347641254219,0.9897495213784301,0.7768646787195742,score threshold,0.004,raw cri probability,y_any_risk
38812,0.9703242581064526,0.6393641141914872,0.9897495213784301,0.776876839271179,score threshold,0.005,raw cri probability,y_any_risk
38812,0.9703242581064526,0.6393641141914872,0.9897495213784301,0.776876839271179,score threshold,0.006,raw cri probability,y_any_risk
35988,0.8997224930623265,0.6686673335556297,0.9597957881301851,0.7882083196855552,score threshold,0.007,raw cri probability,y_any_risk
35405,0.885147128678217,0.6751306312667702,0.9533742820676452,0.7904823321262628,score threshold,0.008,raw cri probability,y_any_risk
35404,0.8851221280532013,0.6751497005988024,0.9533742820676452,0.790495403135128,score threshold,0.009000000000000001,raw cri probability,y_any_risk
35404,0.8851221280532013,0.6751497005988024,0.9533742820676452,0.790495403135128,score threshold,0.010000000000000002,raw cri probability,y_any_risk
35404,0.8851221280532013,0.6751497005988024,0.9533742820676452,0.790495403135128,score threshold,0.011,raw cri probability,y_any_risk
34673,0.8668466711667792,0.6843653563291322,0.9464342693044033,0.7943426228136246,score threshold,0.012,raw cri probability,y_any_risk
34673,0.8668466711667792,0.6843653563291322,0.9464342693044033,0.7943426228136246,score threshold,0.013000000000000001,raw cri probability,y_any_risk
34673,0.8668466711667792,0.6843653563291322,0.9464342693044033,0.7943426228136246,score threshold,0.014000000000000002,raw cri probability,y_any_risk
34673,0.8668466711667792,0.6843653563291322,0.9464342693044033,0.7943426228136246,score threshold,0.015,raw cri probability,y_any_risk
34617,0.8654466361659041,0.6851258052402,0.9459556477345246,0.7946857880011392,score threshold,0.016,raw cri probability,y_any_risk
34617,0.8654466361659041,0.6851258052402,0.9459556477345246,0.7946857880011392,score threshold,0.017,raw cri probability,y_any_risk
34616,0.8654216355408885,0.6851167090362837,0.9459157626037014,0.7946655944243399,score threshold,0.018000000000000002,raw cri probability,y_any_risk
34616,0.8654216355408885,0.6851167090362837,0.9459157626037014,0.7946655944243399,score threshold,0.019000000000000003,raw cri probability,y_any_risk
34616,0.8654216355408885,0.6851167090362837,0.9459157626037014,0.7946655944243399,score threshold,0.02,raw cri probability,y_any_risk
34616,0.8654216355408885,0.6851167090362837,0.9459157626037014,0.7946655944243399,score threshold,0.021,raw cri probability,y_any_risk
32892,0.8223205580139503,0.70576431959139,0.9258934269304403,0.8009799185701469,score threshold,0.022000000000000002,raw cri probability,y_any_risk
32892,0.8223205580139503,0.70576431959139,0.9258934269304403,0.8009799185701469,score threshold,0.023,raw cri probability,y_any_risk
32891,0.8222955573889347,0.7057857772642973,0.9258934269304403,0.8009937373841933,score threshold,0.024,raw cri probability,y_any_risk
31155,0.7788944723618091,0.7265928422404109,0.9028797064454371,0.8052003485869778,score threshold,0.025,raw cri probability,y_any_risk
31155,0.7788944723618091,0.7265928422404109,0.9028797064454371,0.8052003485869778,score threshold,0.026000000000000002,raw cri probability,y_any_risk
30285,0.757143928598215,0.7388806339772165,0.8925095724313976,0.808461441190816,score threshold,0.027000000000000003,raw cri probability,y_any_risk
30285,0.757143928598215,0.7388806339772165,0.8925095724313976,0.808461441190816,score threshold,0.028,raw cri probability,y_any_risk
30285,0.757143928598215,0.7388806339772165,0.8925095724313976,0.808461441190816,score threshold,0.029,raw cri probability,y_any_risk
30285,0.757143928598215,0.7388806339772165,0.8925095724313976,0.808461441190816,score threshold,0.030000000000000002,raw cri probability,y_any_risk
30284,0.7571189279731994,0.7389050323603222,0.8925095724313976,0.8084760459570778,score threshold,0.031,raw cri probability,y_any_risk
30283,0.7570939273481837,0.7389294323547865,0.8925095724313976,0.8084906512510162,score threshold,0.032,raw cri probability,y_any_risk
30283,0.7570939273481837,0.7389294323547865,0.8925095724313976,0.8084906512510162,score threshold,0.033,raw cri probability,y_any_risk
30283,0.7570939273481837,0.7389294323547865,0.8925095724313976,0.8084906512510162,score threshold,0.034,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.035,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.036000000000000004,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.037000000000000005,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.038,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.039,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.04,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.041,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.042,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.043000000000000003,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.044000000000000004,raw cri probability,y_any_risk
29759,0.743993599839996,0.7485130548741558,0.8884412890874283,0.8124965804015977,score threshold,0.045,raw cri probability,y_any_risk
26959,0.6739918497962449,0.7901257465039504,0.8495931716656031,0.8187811112605946,score threshold,0.046,raw cri probability,y_any_risk
26959,0.6739918497962449,0.7901257465039504,0.8495931716656031,0.8187811112605946,score threshold,0.047,raw cri probability,y_any_risk
26959,0.6739918497962449,0.7901257465039504,0.8495931716656031,0.8187811112605946,score threshold,0.048,raw cri probability,y_any_risk
26959,0.6739918497962449,0.7901257465039504,0.8495931716656031,0.8187811112605946,score threshold,0.049,raw cri probability,y_any_risk
26959,0.6739918497962449,0.7901257465039504,0.8495931716656031,0.8187811112605946,score threshold,0.05,raw cri probability,y_any_risk
26959,0.6739918497962449,0.7901257465039504,0.8495931716656031,0.8187811112605946,score threshold,0.051000000000000004,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.052000000000000005,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.053000000000000005,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.054,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.055,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.056,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.057,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.058,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.059000000000000004,raw cri probability,y_any_risk
26729,0.6682417060426511,0.7941561599760559,0.8466416719846841,0.819559467963939,score threshold,0.060000000000000005,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.061,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.062,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.063,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.064,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.065,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.066,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.067,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.068,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.069,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.07,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.07100000000000001,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.07200000000000001,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.07300000000000001,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.074,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.075,raw cri probability,y_any_risk
26446,0.661166529163229,0.7987219239204416,0.8424936183790683,0.8200240692573469,score threshold,0.076,raw cri probability,y_any_risk
25663,0.6415910397759944,0.8088298328332619,0.8278956604977664,0.8182517000098551,score threshold,0.077,raw cri probability,y_any_risk
25663,0.6415910397759944,0.8088298328332619,0.8278956604977664,0.8182517000098551,score threshold,0.078,raw cri probability,y_any_risk
25663,0.6415910397759944,0.8088298328332619,0.8278956604977664,0.8182517000098551,score threshold,0.079,raw cri probability,y_any_risk
25662,0.6415660391509788,0.8088223832904684,0.8278557753669432,0.8182284069854535,score threshold,0.08,raw cri probability,y_any_risk
25662,0.6415660391509788,0.8088223832904684,0.8278557753669432,0.8182284069854535,score threshold,0.081,raw cri probability,y_any_risk
25661,0.6415410385259631,0.8088149331670629,0.82781589023612,0.8182051130427926,score threshold,0.082,raw cri probability,y_any_risk
25660,0.6415160379009476,0.808846453624318,0.82781589023612,0.8182212410313018,score threshold,0.083,raw cri probability,y_any_risk
25660,0.6415160379009476,0.808846453624318,0.82781589023612,0.8182212410313018,score threshold,0.084,raw cri probability,y_any_risk
25660,0.6415160379009476,0.808846453624318,0.82781589023612,0.8182212410313018,score threshold,0.085,raw cri probability,y_any_risk
25660,0.6415160379009476,0.808846453624318,0.82781589023612,0.8182212410313018,score threshold,0.08600000000000001,raw cri probability,y_any_risk
25660,0.6415160379009476,0.808846453624318,0.82781589023612,0.8182212410313018,score threshold,0.08700000000000001,raw cri probability,y_any_risk
25660,0.6415160379009476,0.808846453624318,0.82781589023612,0.8182212410313018,score threshold,0.08800000000000001,raw cri probability,y_any_risk
25659,0.6414910372759319,0.8088779765384465,0.82781589023612,0.8182373696556346,score threshold,0.089,raw cri probability,y_any_risk
25659,0.6414910372759319,0.8088779765384465,0.82781589023612,0.8182373696556346,score threshold,0.09,raw cri probability,y_any_risk
25659,0.6414910372759319,0.8088779765384465,0.82781589023612,0.8182373696556346,score threshold,0.091,raw cri probability,y_any_risk
25659,0.6414910372759319,0.8088779765384465,0.82781589023612,0.8182373696556346,score threshold,0.092,raw cri probability,y_any_risk
25659,0.6414910372759319,0.8088779765384465,0.82781589023612,0.8182373696556346,score threshold,0.093,raw cri probability,y_any_risk
25611,0.6402910072751818,0.8095740111670766,0.8269783024888322,0.8181836118619655,score threshold,0.094,raw cri probability,y_any_risk
25611,0.6402910072751818,0.8095740111670766,0.8269783024888322,0.8181836118619655,score threshold,0.095,raw cri probability,y_any_risk
25611,0.6402910072751818,0.8095740111670766,0.8269783024888322,0.8181836118619655,score threshold,0.096,raw cri probability,y_any_risk
25611,0.6402910072751818,0.8095740111670766,0.8269783024888322,0.8181836118619655,score threshold,0.097,raw cri probability,y_any_risk
25611,0.6402910072751818,0.8095740111670766,0.8269783024888322,0.8181836118619655,score threshold,0.098,raw cri probability,y_any_risk
25611,0.6402910072751818,0.8095740111670766,0.8269783024888322,0.8181836118619655,score threshold,0.099,raw cri probability,y_any_risk
25610,0.6402660066501663,0.8095665755564233,0.8269384173580089,0.8181602935953592,score threshold,0.1,raw cri probability,y_any_risk
25610,0.6402660066501663,0.8095665755564233,0.8269384173580089,0.8181602935953592,score threshold,0.101,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.10200000000000001,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.10300000000000001,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.10400000000000001,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.10500000000000001,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.106,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.107,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.108,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.109,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.11,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.111,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.112,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.113,raw cri probability,y_any_risk
25324,0.6331158278956974,0.8133786131732743,0.821553924696873,0.8174458290340503,score threshold,0.114,raw cri probability,y_any_risk
25286,0.6321658041451036,0.8136518231432414,0.8205966815571155,0.8171094960085786,score threshold,0.115,raw cri probability,y_any_risk
25285,0.6321408035200881,0.8136444532331422,0.8205567964262923,0.8170860059177473,score threshold,0.116,raw cri probability,y_any_risk
25285,0.6321408035200881,0.8136444532331422,0.8205567964262923,0.8170860059177473,score threshold,0.117,raw cri probability,y_any_risk
25285,0.6321408035200881,0.8136444532331422,0.8205567964262923,0.8170860059177473,score threshold,0.11800000000000001,raw cri probability,y_any_risk
25283,0.6320908022700568,0.8136297116639639,0.8204770261646458,0.8170390229371463,score threshold,0.11900000000000001,raw cri probability,y_any_risk
25283,0.6320908022700568,0.8136297116639639,0.8204770261646458,0.8170390229371463,score threshold,0.12000000000000001,raw cri probability,y_any_risk
25283,0.6320908022700568,0.8136297116639639,0.8204770261646458,0.8170390229371463,score threshold,0.121,raw cri probability,y_any_risk
25283,0.6320908022700568,0.8136297116639639,0.8204770261646458,0.8170390229371463,score threshold,0.122,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.123,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.124,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.125,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.126,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.127,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.128,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.129,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.13,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.131,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.132,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.133,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.134,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.135,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.136,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.137,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.138,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.139,raw cri probability,y_any_risk
23770,0.5942648566214155,0.8409760201935212,0.7973037651563497,0.8185577986159452,score threshold,0.14,raw cri probability,y_any_risk
21600,0.5400135003375084,0.8672222222222222,0.7471282705807275,0.8027082619129242,score threshold,0.14100000000000001,raw cri probability,y_any_risk
21600,0.5400135003375084,0.8672222222222222,0.7471282705807275,0.8027082619129242,score threshold,0.14200000000000002,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.14300000000000002,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.14400000000000002,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.14500000000000002,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.146,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.147,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.148,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.149,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.15,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.151,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.152,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.153,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.154,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.155,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.156,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.157,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.158,raw cri probability,y_any_risk
21448,0.5362134053351334,0.8685192092502797,0.7429802169751116,0.800859845227859,score threshold,0.159,raw cri probability,y_any_risk
20989,0.5247381184529614,0.8751727095145077,0.7326499680918953,0.7975944942576149,score threshold,0.16,raw cri probability,y_any_risk
20989,0.5247381184529614,0.8751727095145077,0.7326499680918953,0.7975944942576149,score threshold,0.161,raw cri probability,y_any_risk
20989,0.5247381184529614,0.8751727095145077,0.7326499680918953,0.7975944942576149,score threshold,0.162,raw cri probability,y_any_risk
20989,0.5247381184529614,0.8751727095145077,0.7326499680918953,0.7975944942576149,score threshold,0.163,raw cri probability,y_any_risk
20989,0.5247381184529614,0.8751727095145077,0.7326499680918953,0.7975944942576149,score threshold,0.164,raw cri probability,y_any_risk
20989,0.5247381184529614,0.8751727095145077,0.7326499680918953,0.7975944942576149,score threshold,0.165,raw cri probability,y_any_risk
20989,0.5247381184529614,0.8751727095145077,0.7326499680918953,0.7975944942576149,score threshold,0.166,raw cri probability,y_any_risk
20650,0.5162629065726643,0.8832445520581114,0.7274649010848756,0.7978216176020296,score threshold,0.167,raw cri probability,y_any_risk
20650,0.5162629065726643,0.8832445520581114,0.7274649010848756,0.7978216176020296,score threshold,0.168,raw cri probability,y_any_risk
20650,0.5162629065726643,0.8832445520581114,0.7274649010848756,0.7978216176020296,score threshold,0.169,raw cri probability,y_any_risk
20650,0.5162629065726643,0.8832445520581114,0.7274649010848756,0.7978216176020296,score threshold,0.17,raw cri probability,y_any_risk
20650,0.5162629065726643,0.8832445520581114,0.7274649010848756,0.7978216176020296,score threshold,0.171,raw cri probability,y_any_risk
20650,0.5162629065726643,0.8832445520581114,0.7274649010848756,0.7978216176020296,score threshold,0.17200000000000001,raw cri probability,y_any_risk
20622,0.5155628890722268,0.8840073707690815,0.7271059349074664,0.7979165754803694,score threshold,0.17300000000000001,raw cri probability,y_any_risk
