algorithm,n_gen,n_eval,hypervolume
SMS-EMOA,43,4300,0.3510964026112684
SMS-EMOA,44,4400,0.3512497639765608
SMS-EMOA,45,4500,0.35122655577512996
SMS-EMOA,46,4600,0.35183404508238403
SMS-EMOA,47,4700,0.35206630886661205
SMS-EMOA,48,4800,0.35193222181019607
SMS-EMOA,49,4900,0.351915995319288
SMS-EMOA,50,5000,0.35203050740404296
SMS-EMOA,51,5100,0.35218273179904236
SMS-EMOA,52,5200,0.352324543407588
SMS-EMOA,53,5300,0.3523013870725348
SMS-EMOA,54,5400,0.3519686969943844
SMS-EMOA,55,5500,0.35258558500203485
SMS-EMOA,56,5600,0.3524774746581455
SMS-EMOA,57,5700,0.3525797252659677
SMS-EMOA,58,5800,0.35248898580130256
SMS-EMOA,59,5900,0.35250054748410287
SMS-EMOA,60,6000,0.3529794152488589
SMS-EMOA,61,6100,0.35276711748875117
SMS-EMOA,62,6200,0.3528490078081641
SMS-EMOA,63,6300,0.3528860178329379
SMS-EMOA,64,6400,0.35301182575213136
SMS-EMOA,65,6500,0.352924481427845
SMS-EMOA,66,6600,0.35345660722111405
SMS-EMOA,67,6700,0.35372530581761885
SMS-EMOA,68,6800,0.3543276071441679
SMS-EMOA,69,6900,0.3542207417588118
SMS-EMOA,70,7000,0.3544609782486445
SMS-EMOA,71,7100,0.3543608869493994
SMS-EMOA,72,7200,0.3545924797894783
SMS-EMOA,73,7300,0.3545481196393979
SMS-EMOA,74,7400,0.35468589728261246
SMS-EMOA,75,7500,0.3545309796500358
SMS-EMOA,76,7600,0.35449421057635133
SMS-EMOA,77,7700,0.35459623357578574
SMS-EMOA,78,7800,0.3546799324287093
SMS-EMOA,79,7900,0.3547461493302706
SMS-EMOA,80,8000,0.3547517206616504
SMS-EMOA,81,8100,0.35472256923699685
SMS-EMOA,82,8200,0.3545684549357311
SMS-EMOA,83,8300,0.35468164478326974
SMS-EMOA,84,8400,0.3547467930447159
SMS-EMOA,85,8500,0.35474969283225216
SMS-EMOA,86,8600,0.3544977650514002
SMS-EMOA,87,8700,0.35430438241631723
SMS-EMOA,88,8800,0.3542413956830218
SMS-EMOA,89,8900,0.35437001611778124
SMS-EMOA,90,9000,0.3541774783456304
SMS-EMOA,91,9100,0.3542374050677723
SMS-EMOA,92,9200,0.35438100869916817
SMS-EMOA,93,9300,0.354370042294407
SMS-EMOA,94,9400,0.3542731399347286
SMS-EMOA,95,9500,0.3539873860324607
SMS-EMOA,96,9600,0.3541673771229843
SMS-EMOA,97,9700,0.35414562685594086
SMS-EMOA,98,9800,0.35383064568711803
SMS-EMOA,99,9900,0.3538377862731919
SMS-EMOA,100,10000,0.3542603559768439
SMS-EMOA,101,10100,0.35419771436641934
SMS-EMOA,102,10200,0.35419275908228115
SMS-EMOA,103,10300,0.35402193164633156
SMS-EMOA,104,10400,0.3543048990226537
SMS-EMOA,105,10500,0.35465904368715373
SMS-EMOA,106,10600,0.3542495914918721
SMS-EMOA,107,10700,0.3541948304838392
SMS-EMOA,108,10800,0.3545687331077214
SMS-EMOA,109,10900,0.3545125675696835
SMS-EMOA,110,11000,0.354575539307041
SMS-EMOA,111,11100,0.3545717043718657
SMS-EMOA,112,11200,0.35442419083797033
SMS-EMOA,113,11300,0.35429604142531834
SMS-EMOA,114,11400,0.3542588368720898
SMS-EMOA,115,11500,0.3548650766877818
SMS-EMOA,116,11600,0.3549584433721508
SMS-EMOA,117,11700,0.3551557185699356
SMS-EMOA,118,11800,0.3550490496719703
SMS-EMOA,119,11900,0.35520307926355366
SMS-EMOA,120,12000,0.3550656806252608
SMS-EMOA,121,12100,0.355192545009683
SMS-EMOA,122,12200,0.3550451864404349
SMS-EMOA,123,12300,0.35502096958171436
SMS-EMOA,124,12400,0.35473997053785455
SMS-EMOA,125,12500,0.35487843570301364
SMS-EMOA,126,12600,0.35500668650179873
SMS-EMOA,127,12700,0.3550180430321813
SMS-EMOA,128,12800,0.35523562053768737
SMS-EMOA,129,12900,0.35529671935162666
SMS-EMOA,130,13000,0.3552504200508257
SMS-EMOA,131,13100,0.35524952455202646
SMS-EMOA,132,13200,0.3549090574174285
SMS-EMOA,133,13300,0.35489477813323866
SMS-EMOA,134,13400,0.3550977204119605
SMS-EMOA,135,13500,0.3551906970525545
SMS-EMOA,136,13600,0.3546886397725252
SMS-EMOA,137,13700,0.3546151988566013
SMS-EMOA,138,13800,0.35466390574877454
SMS-EMOA,139,13900,0.35469564515093943
SMS-EMOA,140,14000,0.35481514028765904
SMS-EMOA,141,14100,0.355074666069246
SMS-EMOA,142,14200,0.35508875991398087
SMS-EMOA,143,14300,0.35509588321169516
SMS-EMOA,144,14400,0.35515004127631483
SMS-EMOA,145,14500,0.35500502432992975
SMS-EMOA,146,14600,0.3547829667433922
SMS-EMOA,147,14700,0.35479781800272686
SMS-EMOA,148,14800,0.355114469670351
SMS-EMOA,149,14900,0.35494878863832835
SMS-EMOA,150,15000,0.3552776703946647
SMS-EMOA,151,15100,0.3553865898042738
SMS-EMOA,152,15200,0.3555013175810723
SMS-EMOA,153,15300,0.35538721677723056
SMS-EMOA,154,15400,0.355377915115794
SMS-EMOA,155,15500,0.35540832855808185
SMS-EMOA,156,15600,0.3554368203634774
SMS-EMOA,157,15700,0.35541973388679304
SMS-EMOA,158,15800,0.35501587588915073
SMS-EMOA,159,15900,0.35486054299288405
SMS-EMOA,160,16000,0.3548488359976308
SMS-EMOA,161,16100,0.354792221003522
SMS-EMOA,162,16200,0.3546264486831619
SMS-EMOA,163,16300,0.35451006231813503
SMS-EMOA,164,16400,0.3543852785931704
SMS-EMOA,165,16500,0.35476064315867806
SMS-EMOA,166,16600,0.3548230100165345
SMS-EMOA,167,16700,0.3548341362155479
SMS-EMOA,168,16800,0.3543947593012152
SMS-EMOA,169,16900,0.35475767388270063
SMS-EMOA,170,17000,0.35506655693471123
SMS-EMOA,171,17100,0.35492623131075385
SMS-EMOA,172,17200,0.35490527424893037
SMS-EMOA,173,17300,0.3549260675184147
SMS-EMOA,174,17400,0.35533993043212475
SMS-EMOA,175,17500,0.3555186940416528
SMS-EMOA,176,17600,0.35500474632828743
SMS-EMOA,177,17700,0.3551420602329039
SMS-EMOA,178,17800,0.35536859250021013
SMS-EMOA,179,17900,0.3550270231382562
SMS-EMOA,180,18000,0.354933143944859
SMS-EMOA,181,18100,0.35507843669037503
SMS-EMOA,182,18200,0.3548173480262976
SMS-EMOA,183,18300,0.35476699743812956
SMS-EMOA,184,18400,0.3548344420651723
SMS-EMOA,185,18500,0.3547852196089196
SMS-EMOA,186,18600,0.3548511624730313
SMS-EMOA,187,18700,0.35505750350747284
SMS-EMOA,188,18800,0.35541872074450725
SMS-EMOA,189,18900,0.35517245065905695
SMS-EMOA,190,19000,0.3549834200131249
SMS-EMOA,191,19100,0.3551513814698266
SMS-EMOA,192,19200,0.35496651932941686
SMS-EMOA,193,19300,0.3549934754922425
SMS-EMOA,194,19400,0.3550116171949633
SMS-EMOA,195,19500,0.35505445318583184
SMS-EMOA,196,19600,0.35496635055254727
SMS-EMOA,197,19700,0.3549839749158614
SMS-EMOA,198,19800,0.3547951889909238
SMS-EMOA,199,19900,0.355291443188327
SMS-EMOA,200,20000,0.3552157388607298
AGE-MOEA,1,100,0.25439274052793764
AGE-MOEA,2,200,0.2905731276813467
AGE-MOEA,3,300,0.29554826345649465
AGE-MOEA,4,400,0.30193706338520976
AGE-MOEA,5,500,0.30488129503099404
AGE-MOEA,6,600,0.3161561231560527
AGE-MOEA,7,700,0.31812364422747247
AGE-MOEA,8,800,0.33007556911152186
AGE-MOEA,9,900,0.3338037705858318
AGE-MOEA,10,1000,0.3346616147674886
AGE-MOEA,11,1100,0.33490965048942134
AGE-MOEA,12,1200,0.3360988506204641
AGE-MOEA,13,1300,0.3366424366611482
AGE-MOEA,14,1400,0.3365754920482399
AGE-MOEA,15,1500,0.33639975044714343
AGE-MOEA,16,1600,0.33316306848456007
AGE-MOEA,17,1700,0.3319729898629628
AGE-MOEA,18,1800,0.33198007230939786
AGE-MOEA,19,1900,0.33197687166111833
AGE-MOEA,20,2000,0.3318601432970314
AGE-MOEA,21,2100,0.3358900214302636
AGE-MOEA,22,2200,0.3368511500211513
AGE-MOEA,23,2300,0.3375396403353163
AGE-MOEA,24,2400,0.33779976100582765
AGE-MOEA,25,2500,0.3373856359777254
AGE-MOEA,26,2600,0.3382057439000087
AGE-MOEA,27,2700,0.33983002642037563
AGE-MOEA,28,2800,0.3398723431592607
AGE-MOEA,29,2900,0.34008422809076844
AGE-MOEA,30,3000,0.34035025193913415
AGE-MOEA,31,3100,0.3407964955236789
AGE-MOEA,32,3200,0.3405869034382832
AGE-MOEA,33,3300,0.3425910117315339
AGE-MOEA,34,3400,0.34202057469517083
AGE-MOEA,35,3500,0.345076144018547
AGE-MOEA,36,3600,0.345566434043444
AGE-MOEA,37,3700,0.34454825269936246
AGE-MOEA,38,3800,0.3446642842133353
AGE-MOEA,39,3900,0.34466054266827306
AGE-MOEA,40,4000,0.3446679350049779
AGE-MOEA,41,4100,0.34484876163009925
AGE-MOEA,42,4200,0.34483092028570006
AGE-MOEA,43,4300,0.3445630002869055
AGE-MOEA,44,4400,0.3454731323619609
AGE-MOEA,45,4500,0.3453697584199379
AGE-MOEA,46,4600,0.34538805036702747
AGE-MOEA,47,4700,0.34542628942084097
AGE-MOEA,48,4800,0.34510495435930244
AGE-MOEA,49,4900,0.3484441392895265
AGE-MOEA,50,5000,0.3483923405011951
AGE-MOEA,51,5100,0.34853336787520256
AGE-MOEA,52,5200,0.34992837898775564
AGE-MOEA,53,5300,0.3495708323840157
AGE-MOEA,54,5400,0.34846805597265
AGE-MOEA,55,5500,0.34843283918774426
AGE-MOEA,56,5600,0.34852532026612404
AGE-MOEA,57,5700,0.34876626692779167
AGE-MOEA,58,5800,0.3489062973194107
AGE-MOEA,59,5900,0.3501483794732515
AGE-MOEA,60,6000,0.349988784968961
AGE-MOEA,61,6100,0.3499118114835489
AGE-MOEA,62,6200,0.3498234424696932
AGE-MOEA,63,6300,0.3487492735214432
AGE-MOEA,64,6400,0.3486595841788843
AGE-MOEA,65,6500,0.3485826568456364
AGE-MOEA,66,6600,0.3478198433788646
AGE-MOEA,67,6700,0.3479281316120028
AGE-MOEA,68,6800,0.3476241305290527
AGE-MOEA,69,6900,0.3476440854512701
AGE-MOEA,70,7000,0.3478247818554707
AGE-MOEA,71,7100,0.34807486204932403
AGE-MOEA,72,7200,0.34761532969522096
AGE-MOEA,73,7300,0.34771569751977843
AGE-MOEA,74,7400,0.34791819596231977
AGE-MOEA,75,7500,0.34805867079320296
AGE-MOEA,76,7600,0.34618555171948884
AGE-MOEA,77,7700,0.34659452520924827
AGE-MOEA,78,7800,0.3463145537951727
AGE-MOEA,79,7900,0.34600103251603886
AGE-MOEA,80,8000,0.34627347053481927
AGE-MOEA,81,8100,0.34707479968897026
AGE-MOEA,82,8200,0.34758605134786835
AGE-MOEA,83,8300,0.348008245387871
AGE-MOEA,84,8400,0.3488582901992826
AGE-MOEA,85,8500,0.3489225757355002
AGE-MOEA,86,8600,0.3487888773315234
AGE-MOEA,87,8700,0.34870351863443216
AGE-MOEA,88,8800,0.3482732704728274
AGE-MOEA,89,8900,0.348191757761355
AGE-MOEA,90,9000,0.3478859679149352
AGE-MOEA,91,9100,0.34776137949599395
AGE-MOEA,92,9200,0.3478734798672174
AGE-MOEA,93,9300,0.34852094933371675
AGE-MOEA,94,9400,0.3488854307457365
AGE-MOEA,95,9500,0.3490603802475667
AGE-MOEA,96,9600,0.34901336657691956
AGE-MOEA,97,9700,0.3485167237499867
AGE-MOEA,98,9800,0.3485399884510589
AGE-MOEA,99,9900,0.3481058297770371
AGE-MOEA,100,10000,0.34795992514611024
AGE-MOEA,101,10100,0.3480821606755775
AGE-MOEA,102,10200,0.3482167558867534
AGE-MOEA,103,10300,0.3483619946964831
AGE-MOEA,104,10400,0.3452271611924965
AGE-MOEA,105,10500,0.3454983272970254
AGE-MOEA,106,10600,0.3459350221924427
AGE-MOEA,107,10700,0.3458165401038045
AGE-MOEA,108,10800,0.34708307747924555
AGE-MOEA,109,10900,0.3460117852971499
AGE-MOEA,110,11000,0.34587617366944423
AGE-MOEA,111,11100,0.3462044812386906
AGE-MOEA,112,11200,0.34647431579703963
AGE-MOEA,113,11300,0.3464879449964523
AGE-MOEA,114,11400,0.3461094908830393
AGE-MOEA,115,11500,0.34608143314505213
AGE-MOEA,116,11600,0.34637172149052753
AGE-MOEA,117,11700,0.3462844027899815
AGE-MOEA,118,11800,0.3454138152166715
AGE-MOEA,119,11900,0.34564251365785953
AGE-MOEA,120,12000,0.3471667191127916
AGE-MOEA,121,12100,0.347285028491912
AGE-MOEA,122,12200,0.3471807983045788
AGE-MOEA,123,12300,0.3476717054857209
AGE-MOEA,124,12400,0.3479206549166643
AGE-MOEA,125,12500,0.34742538119372396
AGE-MOEA,126,12600,0.3475263107055256
AGE-MOEA,127,12700,0.3477223175982306
AGE-MOEA,128,12800,0.34700909463178836
AGE-MOEA,129,12900,0.34868001493845746
AGE-MOEA,130,13000,0.34556428199801786
AGE-MOEA,131,13100,0.3453041662141247
AGE-MOEA,132,13200,0.3468243446751568
AGE-MOEA,133,13300,0.348408556617666
AGE-MOEA,134,13400,0.3477964578880484
AGE-MOEA,135,13500,0.34783928922232105
AGE-MOEA,136,13600,0.3476796079498058
AGE-MOEA,137,13700,0.3477191918655787
AGE-MOEA,138,13800,0.3479936425783577
AGE-MOEA,139,13900,0.3480432896956961
AGE-MOEA,140,14000,0.3476355850029979
AGE-MOEA,141,14100,0.34788352328526584
AGE-MOEA,142,14200,0.3478544639207416
AGE-MOEA,143,14300,0.347907198262559
AGE-MOEA,144,14400,0.34778344340958456
AGE-MOEA,145,14500,0.3491437200130831
AGE-MOEA,146,14600,0.34811730759425175
AGE-MOEA,147,14700,0.3481272623169039
AGE-MOEA,148,14800,0.34872589557994493
AGE-MOEA,149,14900,0.34860022491461273
AGE-MOEA,150,15000,0.3490661793931154
AGE-MOEA,151,15100,0.34956359005727217
AGE-MOEA,152,15200,0.3495066812433978
AGE-MOEA,153,15300,0.3493962260696193
AGE-MOEA,154,15400,0.349298892932411
AGE-MOEA,155,15500,0.349279389460993
AGE-MOEA,156,15600,0.3494757252021048
AGE-MOEA,157,15700,0.3498833054991173
AGE-MOEA,158,15800,0.34983132726929184
AGE-MOEA,159,15900,0.35002012346138617
AGE-MOEA,160,16000,0.34981664897555187
AGE-MOEA,161,16100,0.3493617327593989
AGE-MOEA,162,16200,0.34932262836291045
AGE-MOEA,163,16300,0.3494043262989367
AGE-MOEA,164,16400,0.34938584095535435
AGE-MOEA,165,16500,0.34971110029420666
AGE-MOEA,166,16600,0.34959470321720737
AGE-MOEA,167,16700,0.3497349845047642
AGE-MOEA,168,16800,0.35108766211397574
AGE-MOEA,169,16900,0.3510934107610775
AGE-MOEA,170,17000,0.349797318524191
AGE-MOEA,171,17100,0.3501106467668149
AGE-MOEA,172,17200,0.34994519997044476
AGE-MOEA,173,17300,0.3499659509897306
AGE-MOEA,174,17400,0.34988972936177315
AGE-MOEA,175,17500,0.35004070882736266
AGE-MOEA,176,17600,0.34989360962826244
AGE-MOEA,177,17700,0.34994126819032545
AGE-MOEA,178,17800,0.34992512957934063
AGE-MOEA,179,17900,0.34977334730444165
AGE-MOEA,180,18000,0.34959993356654023
AGE-MOEA,181,18100,0.3494241694492822
AGE-MOEA,182,18200,0.3495907997366291
AGE-MOEA,183,18300,0.34983818149860835
AGE-MOEA,184,18400,0.34991488685418976
AGE-MOEA,185,18500,0.3497763215022501
AGE-MOEA,186,18600,0.3498283103904136
AGE-MOEA,187,18700,0.34972140816413705
AGE-MOEA,188,18800,0.35000550251902407
AGE-MOEA,189,18900,0.3498138976974323
AGE-MOEA,190,19000,0.34988999587057384
AGE-MOEA,191,19100,0.34993073679683007
AGE-MOEA,192,19200,0.3498358082620539
AGE-MOEA,193,19300,0.3499555763623001
AGE-MOEA,194,19400,0.34994905286100947
AGE-MOEA,195,19500,0.3509721671627351
AGE-MOEA,196,19600,0.35107935440162386
AGE-MOEA,197,19700,0.34989828919240296
AGE-MOEA,198,19800,0.349653274423371
AGE-MOEA,199,19900,0.35000454210170395
AGE-MOEA,200,20000,0.34989107925161184
